name,alignment,corps,commander,symbol,id,parentId,size
1-2,bluefor,Infantry,CPL Howard Flowers,/assets/nato_icons/bluefor/unit_infantry.svg,76a5e3ca-3414-43ec-898b-d6b4a3f256f2,95aeec60-8629-4fb4-9ed7-7fe93d9700bc,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Marc Hogan,/assets/nato_icons/bluefor/unit_infantry.svg,2831749d-dbbc-4d48-9af4-82a57c6ef35d,47ed9866-b819-452a-9bc1-2a9222e896e6,,
1-3,bluefor,Infantry,CPL Marc Hogan,/assets/nato_icons/bluefor/unit_infantry.svg,47ed9866-b819-452a-9bc1-2a9222e896e6,95aeec60-8629-4fb4-9ed7-7fe93d9700bc,/assets/nato_icons/size/bluefor_020.svg,
Recon Platoon,bluefor,Infantry,LT Micheal Burgess,/assets/nato_icons/bluefor/unit_reconnaissance.svg,95aeec60-8629-4fb4-9ed7-7fe93d9700bc,bbf1357c-da8a-49d9-add2-3deb3ed2b04a,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Infantry,PTE Bruce Floyd,/assets/nato_icons/bluefor/unit_infantry.svg,cc6b7ed7-3e5a-4e42-ad97-a9799ebd733b,a644f85a-1aea-4126-8b33-a848acc277bd,,
Gunner,bluefor,Infantry,PTE Jerome Sullivan,/assets/nato_icons/bluefor/unit_infantry.svg,d1bc9394-caa7-4448-85c8-b670e68d1c6e,a644f85a-1aea-4126-8b33-a848acc277bd,,
Grenadier,bluefor,Infantry,PTE Ivan Malone,/assets/nato_icons/bluefor/unit_infantry.svg,d5f35e60-92b9-4be6-a6f9-6d4c88652b2a,a644f85a-1aea-4126-8b33-a848acc277bd,,
Grenadier,bluefor,Infantry,PTE Seth Reeves,/assets/nato_icons/bluefor/unit_infantry.svg,3030a65b-b647-4f48-85fb-cdfb26e84ca7,a644f85a-1aea-4126-8b33-a848acc277bd,,
Rifleman,bluefor,Infantry,PTE Lawrence Fox,/assets/nato_icons/bluefor/unit_infantry.svg,b8d1920b-473e-4fd1-8f47-c1ea834ff954,a644f85a-1aea-4126-8b33-a848acc277bd,,
Rifleman,bluefor,Infantry,PTE Douglas Hopkins,/assets/nato_icons/bluefor/unit_infantry.svg,df949710-a960-44fb-915e-09817ace606f,a644f85a-1aea-4126-8b33-a848acc277bd,,
Section Commander,bluefor,Infantry,CPL Miguel Howard,/assets/nato_icons/bluefor/unit_infantry.svg,1042bfeb-a911-4fd8-9a7c-bec003622502,a644f85a-1aea-4126-8b33-a848acc277bd,,
1-1,bluefor,Infantry,CPL Miguel Howard,/assets/nato_icons/bluefor/unit_infantry.svg,a644f85a-1aea-4126-8b33-a848acc277bd,6c446c22-72f7-496f-b8ad-8336c85058e2,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Randall Grant,/assets/nato_icons/bluefor/unit_infantry.svg,adc3bf6a-3103-4f51-82c1-e1c967237158,0401490c-fd4a-47b2-b4ae-dd63f88118eb,,
Gunner,bluefor,Infantry,PTE Gene Obrien,/assets/nato_icons/bluefor/unit_infantry.svg,5498bba9-2e9b-4b1c-b658-625e3e661b25,0401490c-fd4a-47b2-b4ae-dd63f88118eb,,
Grenadier,bluefor,Infantry,PTE Christopher Valdez,/assets/nato_icons/bluefor/unit_infantry.svg,8659e717-61c2-4238-96eb-2f376b117d89,0401490c-fd4a-47b2-b4ae-dd63f88118eb,,
Grenadier,bluefor,Infantry,PTE Tom Martin,/assets/nato_icons/bluefor/unit_infantry.svg,00de7458-2ec7-419d-984b-c97241553020,0401490c-fd4a-47b2-b4ae-dd63f88118eb,,
Rifleman,bluefor,Infantry,PTE Howard Santos,/assets/nato_icons/bluefor/unit_infantry.svg,446f7aa3-9cfb-4653-bcd3-4e00c831bf69,0401490c-fd4a-47b2-b4ae-dd63f88118eb,,
Rifleman,bluefor,Infantry,PTE Brandon Bowen,/assets/nato_icons/bluefor/unit_infantry.svg,1391afcd-08d6-45c8-bc1c-37e186d5d784,0401490c-fd4a-47b2-b4ae-dd63f88118eb,,
Section Commander,bluefor,Infantry,CPL Bobby Massey,/assets/nato_icons/bluefor/unit_infantry.svg,0100d568-90c9-46c1-900c-1648f5eab404,0401490c-fd4a-47b2-b4ae-dd63f88118eb,,
1-2,bluefor,Infantry,CPL Bobby Massey,/assets/nato_icons/bluefor/unit_infantry.svg,0401490c-fd4a-47b2-b4ae-dd63f88118eb,6c446c22-72f7-496f-b8ad-8336c85058e2,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Roger McDaniel,/assets/nato_icons/bluefor/unit_infantry.svg,ec8cff87-b7e1-48c2-8789-77da0c2602f4,cf22ac7f-f144-4926-a4e4-de53305bd380,,
Gunner,bluefor,Infantry,PTE Walter Fitzgerald,/assets/nato_icons/bluefor/unit_infantry.svg,7ef7f979-fc8d-4fca-8829-1faff5eeea1c,cf22ac7f-f144-4926-a4e4-de53305bd380,,
Grenadier,bluefor,Infantry,PTE Ryan Leonard,/assets/nato_icons/bluefor/unit_infantry.svg,76508233-3014-40f5-a4ac-3c5c659b30f3,cf22ac7f-f144-4926-a4e4-de53305bd380,,
Grenadier,bluefor,Infantry,PTE Albert Bryan,/assets/nato_icons/bluefor/unit_infantry.svg,9e08a25d-960f-4a86-b6cd-3d93dbda170c,cf22ac7f-f144-4926-a4e4-de53305bd380,,
Rifleman,bluefor,Infantry,PTE Eric Gibbs,/assets/nato_icons/bluefor/unit_infantry.svg,e2ceb80e-1cb9-4f0a-82e6-da04a210d504,cf22ac7f-f144-4926-a4e4-de53305bd380,,
Rifleman,bluefor,Infantry,PTE John Martin,/assets/nato_icons/bluefor/unit_infantry.svg,e727373e-2cac-4b08-a1a1-8ba7e21814bd,cf22ac7f-f144-4926-a4e4-de53305bd380,,
Section Commander,bluefor,Infantry,CPL Herbert Green,/assets/nato_icons/bluefor/unit_infantry.svg,4d541949-60ec-47bc-8d41-ba030932fabd,cf22ac7f-f144-4926-a4e4-de53305bd380,,
1-3,bluefor,Infantry,CPL Herbert Green,/assets/nato_icons/bluefor/unit_infantry.svg,cf22ac7f-f144-4926-a4e4-de53305bd380,6c446c22-72f7-496f-b8ad-8336c85058e2,/assets/nato_icons/size/bluefor_020.svg,
1st Platoon,bluefor,Infantry,LT Rodney Mendoza,/assets/nato_icons/bluefor/unit_infantry.svg,6c446c22-72f7-496f-b8ad-8336c85058e2,bbf1357c-da8a-49d9-add2-3deb3ed2b04a,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Infantry,PTE Cody Garner,/assets/nato_icons/bluefor/unit_infantry.svg,04a631e1-26c2-4e3d-899d-e0f62d21b86b,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,,
Gunner,bluefor,Infantry,PTE Johnny Dixon,/assets/nato_icons/bluefor/unit_infantry.svg,04796aff-b95a-4886-b52b-b31fe7abc0ad,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,,
Grenadier,bluefor,Infantry,PTE Marvin Bowen,/assets/nato_icons/bluefor/unit_infantry.svg,ef97a6f3-51b3-43ae-90e9-bc8a497f751a,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,,
Grenadier,bluefor,Infantry,PTE Jack Paul,/assets/nato_icons/bluefor/unit_infantry.svg,88397cff-4c2f-4e60-8cc7-f3421d362c3c,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,,
Rifleman,bluefor,Infantry,PTE Barry Thompson,/assets/nato_icons/bluefor/unit_infantry.svg,f5ddb5c3-8208-4cb0-ac61-8634c33841cd,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,,
Rifleman,bluefor,Infantry,PTE Rodney Mendoza,/assets/nato_icons/bluefor/unit_infantry.svg,3ae1b6ef-e03f-40cc-9d56-9fe5e2e11451,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,,
Section Commander,bluefor,Infantry,CPL Alexander Clarke,/assets/nato_icons/bluefor/unit_infantry.svg,fad61f05-8c36-401e-b414-b43a3fce6f81,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,,
1-1,bluefor,Infantry,CPL Alexander Clarke,/assets/nato_icons/bluefor/unit_infantry.svg,1a15ad5b-0c28-4e87-b7c7-3873c681fbf5,318fc0ed-c59f-438a-a8a0-80efba66f4c5,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Jeremiah Allen,/assets/nato_icons/bluefor/unit_infantry.svg,58a43afa-65b1-4eb4-a86c-dcd20c687841,fae467de-981b-44c6-9374-5558763438c9,,
Gunner,bluefor,Infantry,PTE Mark Murphy,/assets/nato_icons/bluefor/unit_infantry.svg,f989f3d8-3155-4ab2-9a35-9ff231d5ff93,fae467de-981b-44c6-9374-5558763438c9,,
Grenadier,bluefor,Infantry,PTE Corey Martinez,/assets/nato_icons/bluefor/unit_infantry.svg,fc57f1ef-c57d-4742-a49b-e1b7db59a431,fae467de-981b-44c6-9374-5558763438c9,,
Grenadier,bluefor,Infantry,PTE Brent Rios,/assets/nato_icons/bluefor/unit_infantry.svg,8925b187-8b6c-4e10-ac23-e844ebd6452d,fae467de-981b-44c6-9374-5558763438c9,,
Rifleman,bluefor,Infantry,PTE George Boone,/assets/nato_icons/bluefor/unit_infantry.svg,2ebd68ae-1f33-47df-839a-2a37564dcc1d,fae467de-981b-44c6-9374-5558763438c9,,
Rifleman,bluefor,Infantry,PTE Gregory Welch,/assets/nato_icons/bluefor/unit_infantry.svg,c21deb84-2d64-4031-9a0c-bffb6ef4dd6b,fae467de-981b-44c6-9374-5558763438c9,,
Section Commander,bluefor,Infantry,CPL Angel Jones,/assets/nato_icons/bluefor/unit_infantry.svg,e2b72aa5-ee59-4059-a420-a1ba7d5e6331,fae467de-981b-44c6-9374-5558763438c9,,
1-2,bluefor,Infantry,CPL Angel Jones,/assets/nato_icons/bluefor/unit_infantry.svg,fae467de-981b-44c6-9374-5558763438c9,318fc0ed-c59f-438a-a8a0-80efba66f4c5,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Christian Vargas,/assets/nato_icons/bluefor/unit_infantry.svg,869ae483-3359-44a5-af18-f29132be05c6,0ae92c32-8dc4-4b58-b84a-e8e37933d469,,
Gunner,bluefor,Infantry,PTE Herbert Lloyd,/assets/nato_icons/bluefor/unit_infantry.svg,942e9ad2-c014-49d2-bb63-d16bcea4644c,0ae92c32-8dc4-4b58-b84a-e8e37933d469,,
Grenadier,bluefor,Infantry,PTE Walter Glover,/assets/nato_icons/bluefor/unit_infantry.svg,a0cd3693-c71b-404d-836f-e20621a9d9ea,0ae92c32-8dc4-4b58-b84a-e8e37933d469,,
Grenadier,bluefor,Infantry,PTE Zachary Lyons,/assets/nato_icons/bluefor/unit_infantry.svg,adbaf9b2-7384-4cf8-b2d8-e0e410b03682,0ae92c32-8dc4-4b58-b84a-e8e37933d469,,
Rifleman,bluefor,Infantry,PTE Lucas Rowe,/assets/nato_icons/bluefor/unit_infantry.svg,12dab64c-6d23-48c1-a388-344dd9b61781,0ae92c32-8dc4-4b58-b84a-e8e37933d469,,
Rifleman,bluefor,Infantry,PTE John Brady,/assets/nato_icons/bluefor/unit_infantry.svg,baf7d7a4-02fb-43aa-92b5-84fa0006b7d2,0ae92c32-8dc4-4b58-b84a-e8e37933d469,,
Section Commander,bluefor,Infantry,CPL Wayne Reeves,/assets/nato_icons/bluefor/unit_infantry.svg,d5921be0-f889-43f5-906d-91c8a53816cf,0ae92c32-8dc4-4b58-b84a-e8e37933d469,,
1-3,bluefor,Infantry,CPL Wayne Reeves,/assets/nato_icons/bluefor/unit_infantry.svg,0ae92c32-8dc4-4b58-b84a-e8e37933d469,318fc0ed-c59f-438a-a8a0-80efba66f4c5,/assets/nato_icons/size/bluefor_020.svg,
2nd Platoon,bluefor,Infantry,LT Oscar Herrera,/assets/nato_icons/bluefor/unit_infantry.svg,318fc0ed-c59f-438a-a8a0-80efba66f4c5,bbf1357c-da8a-49d9-add2-3deb3ed2b04a,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Infantry,PTE Shane Curry,/assets/nato_icons/bluefor/unit_infantry.svg,4a98e915-7877-4bf8-a2fe-4f89fb31b569,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,,
Gunner,bluefor,Infantry,PTE Randy Owens,/assets/nato_icons/bluefor/unit_infantry.svg,d418308e-182e-4764-b6a2-6ba2c3ee71da,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,,
Grenadier,bluefor,Infantry,PTE Joshua Stewart,/assets/nato_icons/bluefor/unit_infantry.svg,6d32ce2f-bea2-48e5-83d3-17f3518a3e2a,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,,
Grenadier,bluefor,Infantry,PTE Frank Harrison,/assets/nato_icons/bluefor/unit_infantry.svg,a58c5064-5ccd-4158-a7d6-18d6f71d3bc2,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,,
Rifleman,bluefor,Infantry,PTE Michael Sherman,/assets/nato_icons/bluefor/unit_infantry.svg,0430f4fa-479c-4bf1-9289-28118efd86cb,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,,
Rifleman,bluefor,Infantry,PTE Ryan Sharp,/assets/nato_icons/bluefor/unit_infantry.svg,c74a8ccf-2408-4e0e-985b-b88ca0bfd566,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,,
Section Commander,bluefor,Infantry,CPL Samuel Dennis,/assets/nato_icons/bluefor/unit_infantry.svg,e176cd84-1aae-42ec-b997-3683d958a8e0,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,,
1-1,bluefor,Infantry,CPL Samuel Dennis,/assets/nato_icons/bluefor/unit_infantry.svg,d10d3d7f-718b-4c2c-93f8-33ebe2465c7d,0bba1b5f-9bbb-4ccf-9ceb-5cb64710e206,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Randall Patton,/assets/nato_icons/bluefor/unit_infantry.svg,890e323d-c9af-4ea7-9671-4d7dac62f1dc,cde607d2-dd43-40fa-bd07-02711b6522a2,,
Gunner,bluefor,Infantry,PTE Ronnie Padilla,/assets/nato_icons/bluefor/unit_infantry.svg,aaa689e7-2509-4b26-b9b2-901996762829,cde607d2-dd43-40fa-bd07-02711b6522a2,,
Grenadier,bluefor,Infantry,PTE Kyle Schwartz,/assets/nato_icons/bluefor/unit_infantry.svg,00fe55d5-5118-497a-866a-4f9cb34912a9,cde607d2-dd43-40fa-bd07-02711b6522a2,,
Grenadier,bluefor,Infantry,PTE Antonio Bradley,/assets/nato_icons/bluefor/unit_infantry.svg,02278e6a-837b-4b44-80c8-39e7c9c236bf,cde607d2-dd43-40fa-bd07-02711b6522a2,,
Rifleman,bluefor,Infantry,PTE Troy Lowe,/assets/nato_icons/bluefor/unit_infantry.svg,c6415bdf-ebac-40a2-aebb-14a545aa9f94,cde607d2-dd43-40fa-bd07-02711b6522a2,,
Rifleman,bluefor,Infantry,PTE Chester Gilbert,/assets/nato_icons/bluefor/unit_infantry.svg,1aaada6c-940c-485c-b525-53dfc0581e7a,cde607d2-dd43-40fa-bd07-02711b6522a2,,
Section Commander,bluefor,Infantry,CPL Frederick Taylor,/assets/nato_icons/bluefor/unit_infantry.svg,197158e3-74a9-490d-848b-65cb7f710b34,cde607d2-dd43-40fa-bd07-02711b6522a2,,
1-2,bluefor,Infantry,CPL Frederick Taylor,/assets/nato_icons/bluefor/unit_infantry.svg,cde607d2-dd43-40fa-bd07-02711b6522a2,0bba1b5f-9bbb-4ccf-9ceb-5cb64710e206,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Henry Stone,/assets/nato_icons/bluefor/unit_infantry.svg,a3165a3b-4685-4517-852a-704762bfe42b,12e29f53-fd08-44a2-9f93-ec1155d482a0,,
Gunner,bluefor,Infantry,PTE Billy Valdez,/assets/nato_icons/bluefor/unit_infantry.svg,789b37c2-e159-4fae-978a-528c5c4b6776,12e29f53-fd08-44a2-9f93-ec1155d482a0,,
Grenadier,bluefor,Infantry,PTE Curtis Boyd,/assets/nato_icons/bluefor/unit_infantry.svg,008b79f0-9a7d-4439-bed9-d0bf1f9759e2,12e29f53-fd08-44a2-9f93-ec1155d482a0,,
Grenadier,bluefor,Infantry,PTE Lee Castro,/assets/nato_icons/bluefor/unit_infantry.svg,c5d6a6f3-b47e-4929-9378-579e020f28bc,12e29f53-fd08-44a2-9f93-ec1155d482a0,,
Rifleman,bluefor,Infantry,PTE Derek Reid,/assets/nato_icons/bluefor/unit_infantry.svg,c35b2dfd-24c6-449c-b300-d844b76c07c0,12e29f53-fd08-44a2-9f93-ec1155d482a0,,
Rifleman,bluefor,Infantry,PTE Howard Fitzgerald,/assets/nato_icons/bluefor/unit_infantry.svg,64390660-7c72-48e3-ab6f-8f1cdf05dfe7,12e29f53-fd08-44a2-9f93-ec1155d482a0,,
Section Commander,bluefor,Infantry,CPL Jordan Mathis,/assets/nato_icons/bluefor/unit_infantry.svg,172f1d81-5cb9-4cbd-9fac-9bc446eae70a,12e29f53-fd08-44a2-9f93-ec1155d482a0,,
1-3,bluefor,Infantry,CPL Jordan Mathis,/assets/nato_icons/bluefor/unit_infantry.svg,12e29f53-fd08-44a2-9f93-ec1155d482a0,0bba1b5f-9bbb-4ccf-9ceb-5cb64710e206,/assets/nato_icons/size/bluefor_020.svg,
3rd Platoon,bluefor,Infantry,LT Joshua Smith,/assets/nato_icons/bluefor/unit_infantry.svg,0bba1b5f-9bbb-4ccf-9ceb-5cb64710e206,bbf1357c-da8a-49d9-add2-3deb3ed2b04a,/assets/nato_icons/size/bluefor_030.svg,
Officer,bluefor,Infantry,CPL Craig Maldonado,/assets/nato_icons/bluefor/unit_infantry.svg,3c92dd8b-5dc8-474d-ad84-6a6ce2144275,753ac234-78d2-4643-af86-4635b17b7d93,,
1-1,bluefor,Infantry,CPL Craig Maldonado,/assets/nato_icons/bluefor/unit_infantry.svg,753ac234-78d2-4643-af86-4635b17b7d93,e92de0a5-72fb-4b17-9d70-81c6f5f119ff,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Ernest Little,/assets/nato_icons/bluefor/unit_infantry.svg,bd770550-aaa0-49db-a19e-9957b9e1c1d2,3c24a101-6f60-4bc3-82ae-3fbac3d0962b,,
1-2,bluefor,Infantry,CPL Ernest Little,/assets/nato_icons/bluefor/unit_infantry.svg,3c24a101-6f60-4bc3-82ae-3fbac3d0962b,e92de0a5-72fb-4b17-9d70-81c6f5f119ff,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Wesley Byrd,/assets/nato_icons/bluefor/unit_infantry.svg,a43c46fb-4f43-4f18-a474-594767b9e2c2,da2c94ab-1e5b-4a2f-8866-dac35d0cdb25,,
1-3,bluefor,Infantry,CPL Wesley Byrd,/assets/nato_icons/bluefor/unit_infantry.svg,da2c94ab-1e5b-4a2f-8866-dac35d0cdb25,e92de0a5-72fb-4b17-9d70-81c6f5f119ff,/assets/nato_icons/size/bluefor_020.svg,
Mexican Lookdown Company Headquarters,bluefor,Infantry,LT Willie Saunders,/assets/nato_icons/bluefor/unit_headquarters_unit.svg,e92de0a5-72fb-4b17-9d70-81c6f5f119ff,bbf1357c-da8a-49d9-add2-3deb3ed2b04a,/assets/nato_icons/size/bluefor_030.svg,
Mexican Lookdown Company,bluefor,Infantry,MAJ Bernard Kelley,/assets/nato_icons/bluefor/unit_infantry.svg,bbf1357c-da8a-49d9-add2-3deb3ed2b04a,14d7069d-6f7c-4bc7-b3a7-38560a3decf9,/assets/nato_icons/size/bluefor_050.svg,
Officer,bluefor,Infantry,CPL Jesus Bowman,/assets/nato_icons/bluefor/unit_infantry.svg,8ad6bce7-cbc9-4727-92b7-7292d4fee4bd,ce01b08a-f5e5-46ad-8e63-597f0703b27e,,
1-1,bluefor,Infantry,CPL Jesus Bowman,/assets/nato_icons/bluefor/unit_infantry.svg,ce01b08a-f5e5-46ad-8e63-597f0703b27e,0162bc7c-189a-4f28-a719-b39c72e53330,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Herman Sanders,/assets/nato_icons/bluefor/unit_infantry.svg,90f3aa16-e3b9-46fc-8c2d-89ad8bf6157f,c839cc4e-ec2e-4e48-b5ad-d76a0f1e22cd,,
1-2,bluefor,Infantry,CPL Herman Sanders,/assets/nato_icons/bluefor/unit_infantry.svg,c839cc4e-ec2e-4e48-b5ad-d76a0f1e22cd,0162bc7c-189a-4f28-a719-b39c72e53330,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Brent Pope,/assets/nato_icons/bluefor/unit_infantry.svg,8223a88c-dc3c-46dc-bd18-6cfa2b4c9775,b9caf037-7dee-461b-bf4f-53cbedd4a1ab,,
1-3,bluefor,Infantry,CPL Brent Pope,/assets/nato_icons/bluefor/unit_infantry.svg,b9caf037-7dee-461b-bf4f-53cbedd4a1ab,0162bc7c-189a-4f28-a719-b39c72e53330,/assets/nato_icons/size/bluefor_020.svg,
Mortar Platoon,bluefor,Infantry,LT Ralph Lamb,/assets/nato_icons/bluefor/unit_mortars.svg,0162bc7c-189a-4f28-a719-b39c72e53330,5f3b369b-7ff7-405d-81f9-746c4b1a214b,/assets/nato_icons/size/bluefor_030.svg,
Officer,bluefor,Infantry,CPL Harry Morrison,/assets/nato_icons/bluefor/unit_infantry.svg,62a4e3e2-5bed-468e-9ffb-dfeda5a44f9c,fcfa13a5-bdf7-4ed9-a8be-b6d94efbdb8d,,
1-1,bluefor,Infantry,CPL Harry Morrison,/assets/nato_icons/bluefor/unit_infantry.svg,fcfa13a5-bdf7-4ed9-a8be-b6d94efbdb8d,b62ef11c-834d-471c-b61c-fdba763b7759,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Francisco Cohen,/assets/nato_icons/bluefor/unit_infantry.svg,f353b3b1-0318-4308-aa21-3b432a9acf95,b14b7ee7-e3c6-4979-b10a-bf24e6b8e919,,
1-2,bluefor,Infantry,CPL Francisco Cohen,/assets/nato_icons/bluefor/unit_infantry.svg,b14b7ee7-e3c6-4979-b10a-bf24e6b8e919,b62ef11c-834d-471c-b61c-fdba763b7759,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Derrick Bass,/assets/nato_icons/bluefor/unit_infantry.svg,8c8187c0-5d75-400a-a270-c855fc95b0f1,e94b3c31-f7db-4a7f-a331-df531d592ed1,,
1-3,bluefor,Infantry,CPL Derrick Bass,/assets/nato_icons/bluefor/unit_infantry.svg,e94b3c31-f7db-4a7f-a331-df531d592ed1,b62ef11c-834d-471c-b61c-fdba763b7759,/assets/nato_icons/size/bluefor_020.svg,
Recon Platoon,bluefor,Infantry,LT Patrick Russell,/assets/nato_icons/bluefor/unit_reconnaissance.svg,b62ef11c-834d-471c-b61c-fdba763b7759,5f3b369b-7ff7-405d-81f9-746c4b1a214b,/assets/nato_icons/size/bluefor_030.svg,
Officer,bluefor,Infantry,CPL Alejandro Casey,/assets/nato_icons/bluefor/unit_infantry.svg,92f406bd-05e7-4842-8e89-afe6afedb94e,9e1c1d5a-9e46-476c-a5c3-16aac5fa4944,,
1-1,bluefor,Infantry,CPL Alejandro Casey,/assets/nato_icons/bluefor/unit_infantry.svg,9e1c1d5a-9e46-476c-a5c3-16aac5fa4944,245f1721-d4c7-47f8-b4f2-3598587cc9e0,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Christian Ball,/assets/nato_icons/bluefor/unit_infantry.svg,e133c80b-bfbb-475a-a0b3-55bacee7bf54,865be82d-8e40-4742-9b9e-fb7914a4c912,,
1-2,bluefor,Infantry,CPL Christian Ball,/assets/nato_icons/bluefor/unit_infantry.svg,865be82d-8e40-4742-9b9e-fb7914a4c912,245f1721-d4c7-47f8-b4f2-3598587cc9e0,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Franklin Campbell,/assets/nato_icons/bluefor/unit_infantry.svg,03e7be42-edb4-485a-b422-5bfff633f302,a1e14035-f038-491e-84b4-59df8a4e42c0,,
1-3,bluefor,Infantry,CPL Franklin Campbell,/assets/nato_icons/bluefor/unit_infantry.svg,a1e14035-f038-491e-84b4-59df8a4e42c0,245f1721-d4c7-47f8-b4f2-3598587cc9e0,/assets/nato_icons/size/bluefor_020.svg,
Anti-Tank Platoon,bluefor,Infantry,LT Joe Harper,/assets/nato_icons/bluefor/unit_anti-tank.svg,245f1721-d4c7-47f8-b4f2-3598587cc9e0,5f3b369b-7ff7-405d-81f9-746c4b1a214b,/assets/nato_icons/size/bluefor_030.svg,
Officer,bluefor,Infantry,CPL Connor Salazar,/assets/nato_icons/bluefor/unit_infantry.svg,3c77e5c6-cc15-4fa6-aab0-32749c48d0d8,96d77649-2594-4556-a7f3-445142bb0711,,
1-1,bluefor,Infantry,CPL Connor Salazar,/assets/nato_icons/bluefor/unit_infantry.svg,96d77649-2594-4556-a7f3-445142bb0711,eef08337-7b0c-42aa-b7f0-43ed10e64797,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Jeremiah Riley,/assets/nato_icons/bluefor/unit_infantry.svg,c0422741-a499-4c8a-b027-1a6c41e8e67e,577e8394-2118-43b9-8d6f-052457eda148,,
1-2,bluefor,Infantry,CPL Jeremiah Riley,/assets/nato_icons/bluefor/unit_infantry.svg,577e8394-2118-43b9-8d6f-052457eda148,eef08337-7b0c-42aa-b7f0-43ed10e64797,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Frank Sparks,/assets/nato_icons/bluefor/unit_infantry.svg,910c7faf-ae3f-4780-9a30-833107067cb6,24341ebe-83f2-4e32-91f6-b38214596a22,,
1-3,bluefor,Infantry,CPL Frank Sparks,/assets/nato_icons/bluefor/unit_infantry.svg,24341ebe-83f2-4e32-91f6-b38214596a22,eef08337-7b0c-42aa-b7f0-43ed10e64797,/assets/nato_icons/size/bluefor_020.svg,
Sniper Platoon,bluefor,Infantry,LT Micheal George,/assets/nato_icons/bluefor/unit_infantry__snipers_b.svg,eef08337-7b0c-42aa-b7f0-43ed10e64797,5f3b369b-7ff7-405d-81f9-746c4b1a214b,/assets/nato_icons/size/bluefor_030.svg,
Officer,bluefor,Infantry,CPL Don Robertson,/assets/nato_icons/bluefor/unit_infantry.svg,0c95b950-6cd1-4bac-8d1c-266a19f1bdb4,637a8b6f-e469-475b-b6c0-bb6a01f13a9b,,
1-1,bluefor,Infantry,CPL Don Robertson,/assets/nato_icons/bluefor/unit_infantry.svg,637a8b6f-e469-475b-b6c0-bb6a01f13a9b,abf3258c-870e-424a-afc5-406bae395758,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Juan Harris,/assets/nato_icons/bluefor/unit_infantry.svg,21afd10a-0fc5-41f4-8f79-8c81789f478a,49a29118-d55b-4787-97c4-b04dcac66550,,
1-2,bluefor,Infantry,CPL Juan Harris,/assets/nato_icons/bluefor/unit_infantry.svg,49a29118-d55b-4787-97c4-b04dcac66550,abf3258c-870e-424a-afc5-406bae395758,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Jack Martinez,/assets/nato_icons/bluefor/unit_infantry.svg,d95b4fd6-b062-41c3-8923-57ab814ec109,e594307c-f1ca-4a75-9cad-0d02183504dd,,
1-3,bluefor,Infantry,CPL Jack Martinez,/assets/nato_icons/bluefor/unit_infantry.svg,e594307c-f1ca-4a75-9cad-0d02183504dd,abf3258c-870e-424a-afc5-406bae395758,/assets/nato_icons/size/bluefor_020.svg,
